timestamp,open,high,low,close,volume
2023-12-29 12:40:00,163.0150,163.0300,162.9500,163.0000,12951
2023-12-29 12:35:00,162.9500,163.0400,162.9400,163.0200,14954
2023-12-29 12:30:00,162.9400,162.9900,162.9100,162.9400,11030
2023-12-29 12:25:00,162.9240,162.9550,162.9000,162.9500,13320
2023-12-29 12:20:00,162.9300,162.9800,162.8610,162.9250,17000
2023-12-29 12:15:00,162.8900,162.9500,162.8300,162.9250,17151
2023-12-29 12:10:00,163.0000,163.0150,162.9000,162.9300,16136
2023-12-29 12:05:00,163.0400,163.0700,162.9800,163.0200,22672
2023-12-29 12:00:00,163.0700,163.1500,163.0100,163.0200,13998
2023-12-29 11:55:00,163.1650,163.1750,163.0600,163.0600,12020
2023-12-29 11:50:00,163.2900,163.2900,163.0900,163.1300,18152
2023-12-29 11:45:00,163.2700,163.3200,163.2490,163.3000,17771
2023-12-29 11:40:00,163.3050,163.3600,163.2600,163.2800,8133
2023-12-29 11:35:00,163.2150,163.3050,163.2000,163.3000,16236
2023-12-29 11:30:00,163.2700,163.3650,163.2250,163.2250,11274
2023-12-29 11:25:00,163.3700,163.4900,163.2580,163.2600,33409
2023-12-29 11:20:00,163.3400,163.3850,163.2700,163.3600,20998
2023-12-29 11:15:00,163.4000,163.4000,163.2100,163.3200,16643
2023-12-29 11:10:00,163.4000,163.4700,163.3800,163.4400,17784
2023-12-29 11:05:00,163.4350,163.4800,163.3950,163.4500,17329
2023-12-29 11:00:00,163.4200,163.4900,163.3800,163.4900,13839
2023-12-29 10:55:00,163.3920,163.4800,163.3400,163.3670,12744
2023-12-29 10:50:00,163.5100,163.5800,163.3600,163.4000,18008
2023-12-29 10:45:00,163.7100,163.7100,163.4000,163.5000,55333
2023-12-29 10:40:00,163.7020,163.7800,163.6800,163.7100,21567
2023-12-29 10:35:00,163.7100,163.7500,163.6700,163.7300,25933
2023-12-29 10:30:00,163.7780,163.7870,163.6750,163.7300,20333
2023-12-29 10:25:00,163.7500,163.8200,163.7040,163.8000,11561
